,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Plays
400,Lorenzo Booker,Florida State,ACC,13,38,881,5.6,6,119,157
401,Quadtrine Hill,Miami (FL),ACC,12,29,390,8.1,1,19,48
402,Jacob Tamme,Kentucky,SEC,10,29,251,8.7,1,,29
403,Charles Wynn,Ball State,MAC,8,26,760,5.0,4,127,153
404,Curtis Brown,Brigham Young,MWC,12,53,1577,6.0,16,210,263
405,Samuel Smith,Florida International,Sun Belt,10,35,302,8.6,1,0,35
406,Tim Day,Oregon,Pac-10,12,25,215,8.6,1,,25
407,Zack Sledge,SMU,CUSA,11,25,215,8.6,0,,25
408,Jerome Harrison,Washington State,Pac-10,11,24,2106,6.3,17,308,332
409,Tommy Henderson,Rice,CUSA,10,22,317,6.2,1,29,51
410,A.J. Bennett,Eastern Michigan,MAC,11,60,509,7.7,4,6,66
411,Ontario Sneed,Central Michigan,MAC,11,51,1498,5.5,11,220,271
412,Yvenson Bernard,Oregon State,Pac-10,11,37,1637,4.9,14,299,336
413,Eugene Gross,Middle Tennessee State,Sun Belt,11,33,1001,4.7,14,182,215
414,Skyler Green,LSU,SEC,13,32,394,8.2,0,16,48
415,Ben Patrick,Duke,ACC,10,30,252,8.4,0,,30
416,Hugh Charles,Colorado,Big 12,13,28,1089,5.0,7,189,217
417,Brett Biggs,Akron,MAC,13,65,1765,5.1,14,284,349
418,Kendal Briles,Houston,CUSA,12,45,373,7.9,1,2,47
419,Darius Walker,Notre Dame,Ind,12,43,1547,5.2,11,253,296
421,Nathan Meikle,Brigham Young,MWC,12,36,331,7.7,1,7,43
422,Stephen Chicola,Middle Tennessee State,Sun Belt,11,29,231,8.0,1,,29
423,Pierre Thomas,Illinois,Big Ten,11,28,889,5.7,6,127,155
424,Taurean Henderson,Texas Tech,Big 12,12,67,1400,6.5,22,148,215
425,Jon Davis,Iowa State,Big 12,12,41,328,7.5,2,3,44
426,Freddie King,Louisiana Tech,WAC,11,25,211,7.8,2,2,27
427,Nate Ilaoa,Hawaii,WAC,12,36,917,7.6,7,85,121
428,Tracy Ford,Idaho,WAC,11,30,396,5.4,2,44,74
429,Jeff Jennings,Vanderbilt,SEC,10,21,604,4.2,8,123,144
430,Wynel Seldon,Wyoming,MWC,11,27,1069,5.0,11,187,214
431,Matt Forte,Tulane,CUSA,11,23,818,4.3,5,169,192
432,Travis Brown,New Mexico,MWC,11,35,398,7.2,3,20,55
433,Ahmad Bradshaw,Marshall,CUSA,11,56,1378,5.1,10,214,270
434,Terry Caulley,Connecticut,Big East,11,27,835,5.0,6,141,168
435,P.J. Pope,Bowling Green State,MAC,9,27,609,4.0,5,125,152
436,B.J. Lane,Bowling Green State,MAC,11,24,828,5.1,11,139,163
437,Calvin Dawson,Louisiana-Monroe,Sun Belt,11,21,786,5.1,7,134,155
438,Chris Barclay,Wake Forest,ACC,10,26,1286,5.3,10,218,244
439,Justine Buries,New Mexico State,WAC,11,23,920,4.4,6,187,210
440,Lawrence Vickers,Colorado,Big 12,13,26,410,4.1,11,73,99
442,Lynell Hamilton,San Diego State,MWC,11,26,963,4.5,9,190,216
443,Brandon Whitaker,Baylor,Big 12,11,30,641,4.9,1,101,131
444,E.B. Halsey,Illinois,Big Ten,11,38,534,4.4,3,84,122
445,Gilbert Harris,Arizona,Pac-10,11,22,391,3.9,7,79,101
446,Kenneth Darby,Alabama,SEC,12,29,1374,5.1,3,239,268
447,Yamar Washington,Indiana,Big Ten,11,22,500,3.4,1,127,149
