,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Plays
401,Tyrell Sutton,Northwestern,Big Ten,12,40,1261,5.5,7,189,229
402,Reynaldo Pellerin,SMU,CUSA,12,30,196,6.5,3,,30
403,Yvenson Bernard,Oregon State,Pac-10,13,43,1583,4.7,13,296,339
404,Brandon Whitaker,Baylor,Big 12,9,30,350,4.9,2,41,71
405,Mark Bonds,Western Michigan,MAC,12,26,1246,4.5,7,252,278
406,Marcus Thomas,UTEP,CUSA,11,39,755,3.9,6,156,195
407,Dontayo Gage,Eastern Michigan,MAC,12,28,173,3.6,0,20,48
408,Akieem Jolla,New Mexico State,WAC,10,23,135,5.9,0,0,23
409,Paul Mosley,Baylor,Big 12,11,23,601,4.9,7,100,123
410,Dennis Kennedy,Akron,MAC,11,39,1107,4.2,9,226,265
